account_uid,WeekDay,transaction_amount
0ee4dc12-2ff3-48ab-8291-872869f3ca41,Friday,31.838623188405794
0ee4dc12-2ff3-48ab-8291-872869f3ca41,Monday,-56.57225563909774
0ee4dc12-2ff3-48ab-8291-872869f3ca41,Saturday,-0.9824137931034482
0ee4dc12-2ff3-48ab-8291-872869f3ca41,Sunday,43.68235772357724
0ee4dc12-2ff3-48ab-8291-872869f3ca41,Thursday,-0.5289256198347108
0ee4dc12-2ff3-48ab-8291-872869f3ca41,Tuesday,165.86346938775512
0ee4dc12-2ff3-48ab-8291-872869f3ca41,Wednesday,40.049918699186996
12f91c28-23e4-496d-a773-e71cf8a8d8d3,Friday,5.256484375
12f91c28-23e4-496d-a773-e71cf8a8d8d3,Monday,-34.17946153846154
12f91c28-23e4-496d-a773-e71cf8a8d8d3,Saturday,41.64384
12f91c28-23e4-496d-a773-e71cf8a8d8d3,Sunday,-82.9242857142857
12f91c28-23e4-496d-a773-e71cf8a8d8d3,Thursday,-4.183983050847458
12f91c28-23e4-496d-a773-e71cf8a8d8d3,Tuesday,-59.9063025210084
12f91c28-23e4-496d-a773-e71cf8a8d8d3,Wednesday,113.67052173913044
186ef4a6-bdb6-4662-aeeb-ecb815d251dc,Friday,22.531049382716052
186ef4a6-bdb6-4662-aeeb-ecb815d251dc,Monday,-29.681159420289855
186ef4a6-bdb6-4662-aeeb-ecb815d251dc,Saturday,35.224137931034484
186ef4a6-bdb6-4662-aeeb-ecb815d251dc,Sunday,-82.62300884955752
186ef4a6-bdb6-4662-aeeb-ecb815d251dc,Thursday,-26.161374045801526
186ef4a6-bdb6-4662-aeeb-ecb815d251dc,Tuesday,16.255241379310345
186ef4a6-bdb6-4662-aeeb-ecb815d251dc,Wednesday,-41.06993006993007
24bb05f1-4751-4a0c-8a3f-861f9294b834,Friday,-26.57810344827586
24bb05f1-4751-4a0c-8a3f-861f9294b834,Monday,-25.959402985074625
24bb05f1-4751-4a0c-8a3f-861f9294b834,Saturday,63.119927007299275
24bb05f1-4751-4a0c-8a3f-861f9294b834,Sunday,81.6942537313433
24bb05f1-4751-4a0c-8a3f-861f9294b834,Thursday,26.326666666666668
24bb05f1-4751-4a0c-8a3f-861f9294b834,Tuesday,27.90526717557252
24bb05f1-4751-4a0c-8a3f-861f9294b834,Wednesday,-64.79723880597015
38a64f25-3221-4661-944e-86bf6584438d,Friday,15.65890625
38a64f25-3221-4661-944e-86bf6584438d,Monday,38.01184000000001
38a64f25-3221-4661-944e-86bf6584438d,Saturday,5.351417322834647
38a64f25-3221-4661-944e-86bf6584438d,Sunday,-15.198650793650794
38a64f25-3221-4661-944e-86bf6584438d,Thursday,-54.193529411764715
38a64f25-3221-4661-944e-86bf6584438d,Tuesday,-39.11338842975207
38a64f25-3221-4661-944e-86bf6584438d,Wednesday,-87.28833333333333
a2c0a886-d116-495a-9a17-f1dd1a423190,Friday,23.264963503649636
a2c0a886-d116-495a-9a17-f1dd1a423190,Monday,112.00464912280702
a2c0a886-d116-495a-9a17-f1dd1a423190,Saturday,86.56573426573426
a2c0a886-d116-495a-9a17-f1dd1a423190,Sunday,46.44618644067796
a2c0a886-d116-495a-9a17-f1dd1a423190,Thursday,-18.01016129032258
a2c0a886-d116-495a-9a17-f1dd1a423190,Tuesday,-68.38902985074627
a2c0a886-d116-495a-9a17-f1dd1a423190,Wednesday,-95.59055118110236
b16dc7f4-381b-4b7d-8917-dc9f28f80034,Friday,13.920340136054422
b16dc7f4-381b-4b7d-8917-dc9f28f80034,Monday,-6.109243697478991
b16dc7f4-381b-4b7d-8917-dc9f28f80034,Saturday,93.75483606557377
b16dc7f4-381b-4b7d-8917-dc9f28f80034,Sunday,55.148648648648646
b16dc7f4-381b-4b7d-8917-dc9f28f80034,Thursday,-20.634590163934426
b16dc7f4-381b-4b7d-8917-dc9f28f80034,Tuesday,-8.958880597014925
b16dc7f4-381b-4b7d-8917-dc9f28f80034,Wednesday,49.456592592592585
b8327f38-160d-4004-8f74-be8da19aaa15,Friday,-22.905
b8327f38-160d-4004-8f74-be8da19aaa15,Monday,67.06047619047618
b8327f38-160d-4004-8f74-be8da19aaa15,Saturday,90.3688524590164
b8327f38-160d-4004-8f74-be8da19aaa15,Sunday,-15.432432432432432
b8327f38-160d-4004-8f74-be8da19aaa15,Thursday,30.279594594594595
b8327f38-160d-4004-8f74-be8da19aaa15,Tuesday,3.1278195488721803
b8327f38-160d-4004-8f74-be8da19aaa15,Wednesday,30.92063492063492
c26ca746-9ab4-493d-ad7f-5f952ebe569a,Friday,-32.35474820143885
c26ca746-9ab4-493d-ad7f-5f952ebe569a,Monday,-82.79974999999999
c26ca746-9ab4-493d-ad7f-5f952ebe569a,Saturday,39.860714285714295
c26ca746-9ab4-493d-ad7f-5f952ebe569a,Sunday,41.47672131147541
c26ca746-9ab4-493d-ad7f-5f952ebe569a,Thursday,31.626615384615384
c26ca746-9ab4-493d-ad7f-5f952ebe569a,Tuesday,44.044444444444444
c26ca746-9ab4-493d-ad7f-5f952ebe569a,Wednesday,25.30175572519084
d481f7dd-8923-44d5-bc2e-e518435389d2,Friday,27.134573643410853
